INCHIKEY,SMILES
HWTKLHMQRXNNDR-PVZHQXNISA-N,COC1=C(C=CC(=C1)C=CC(=O)OCC=C2C(C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CC(=O)OC)O
SGKBPTZDIUXCMW-LWCVALJOSA-N,CC1=CC(=O)C2C(CCCC2(C1CCC(C)(C=C)O)C)(C)C
CKASNEFFHUIZEG-AEGPPILISA-N,CC1=CC(=O)C2C(CCCC2(C1(CO)O)C)(C)C
KFKSQOIZZRZEFC-BZFAMWISSA-N,CC1CC(OC1=O)CC(=CCC2COC(=O)C2=C)C
NEGCNVRPGPHOAR-CCLLZULESA-N,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC=C(C)CCC(=O)O)O
RWNHLTKFBKYDOJ-IJDLJTCJSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1)C)C(=O)O)C
IDQVFXZQPGAVAM-LWWFSHPVSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1)C)C(=O)O)C
MIJYXULNPSFWEK-FQRDBSNUSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C
AXNXSFBKZQIMPF-RIBCLQTCSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)C2C1C)C(=O)O)C(=O)O
IMXVXFLNNGIIDL-DRHONXNKSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)O)O)O)C)C)C2C1C)C(=O)O)C(=O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O
CCDSRPQULZAXRF-RHXAROHWSA-N,CC1CCC2(C(C1(C)CCC(=CC(=O)OC)C)CCC=C2C(=O)O)C
KLDSZMWMGCWFKH-GIEZYDSUSA-N,CC1CC(C(C2C1CC(=O)C(=C2)C)C(C)C)O
ZJVAFHQPKMPTIF-DFHFZADESA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CC(C7(C6CC(CC7)(C)C)C(=O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)NC(=O)C)O)O)OC9C(C(C(CO9)O)O)O)O)O
ZZVZUHRMTUSANL-XACBXLEPSA-N,CC(=O)NC1C(C(C(OC1OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CC(C6(C5CC(CC6)(C)C)C(=O)O)O)C)C)C)CO)O)O
PKAIECBWQZFYRP-SOFGYWHQSA-N,CC1(C2CCC1(C(C2)OC(=O)C=CC3=CC(=C(C=C3)O)OC)C)C
UQCSETXJXJTMKO-HLRZJIOYSA-N,CCC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C
SXWOFRLEPIYRBS-GWDZWKDSSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C(=O)O)OC6C(C(C(CO6)O)O)O)C)C(=O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)C
GAEHQHKGPCGEPQ-MNCNJHOVSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C(=O)O)OC6C(C(C(CO6)O)O)O)C)C(=O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)C
AVAQRWVGWWNBIN-CUAUGLLKSA-N,CC1C(C2=C(C3=C(C(=CC(=C3)OC)OC)C(=C2CO1)O)C4=C5C(C(OCC5=C(C6=C4C=C(C=C6OC)OC)O)C)O)O
JNPXCTROEJQHKD-APAPHXOESA-N,C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)COC4C(C(CO4)(CO)O)O)O)O)O
AYJLVEAOIKOWIP-DUKVQSBLSA-N,C1=CC(=CC=C1C2C(C(=O)OC3=C2C(=CC(=C3)O)OC4C(C(C(C(O4)CO)O)O)O)C5C(C6=C(C=C(C=C6OC7C(C(C(C(O7)CO)O)O)O)O)OC5=O)C8=CC=C(C=C8)O)O
WCAMADNGWUBZMH-ZBVBGGFBSA-N,C1=CC(=CC=C1C2C(C(=O)OC3=CC(=CC(=C23)O)O)C4C(C5=C(C=C(C=C5OC4=O)O)O)C6=CC=C(C=C6)O)O
BDDNYDPRCCDQQJ-PBHICJAKSA-N,CN1C(=O)C2=CC=CC=C2NC(=O)C13C(O3)C4=CC(=CC=C4)O
ZAWXOCUFQSQDJS-VIFPVBQESA-N,CC1CC2=C(C(=O)C1)C3=C(C=C2)C(=O)C4=C(C3=O)C=CC=C4O
JJGYRVZPUJUFTR-DRWSLCSESA-N,CC1=CC(=O)C2C(CCCC2(C1CCC(C)CC(=O)O)C)(C)C
KHCCSRVJJDOANA-ZOSGAXDSSA-N,CC(CCC1C2(CCCC(C2CCC1(C)O)(C)C)C)CC(=O)O
ZHECNBLIOXZXBL-TVDJWTRXSA-N,CC1CCC2C(C(CCC2(C13CC4=C(C=C5C(=C4O3)CN(C5=O)CCO)O)C)O)(C)C
ZSVLMDBFFSSVAK-WJYWFEJASA-N,CC1CCC2C(C(CCC2(C13CC4=C(C=C5C(=C4O3)CNC5=O)O)C)O)(C)C
NFQFDMJGZPLWGI-ADWAJRLUSA-N,CC1CC2=C(C3C(=O)C4=C(C(C3(C(C2O)O)O)O)C(=CC=C4)O)C(=O)C1
BOZILQFLQYBIIY-PJXHJHJJSA-N,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O
WEHZDNHJZBEGME-SPGNZJCFSA-N,CC(=CCCC(C)(C=C)O)COC1C(C(C(C(O1)CO)O)O)O
ZLLQQKITWRWKTD-SPGJFGJESA-N,CC1C(C2=CC(=C(C(=C2C(=O)O1)O)OC)O)O
ZGNUJHGCJSHIQU-JOOANJHQSA-N,CC(C)CC(CC(=O)O)(C(=O)OCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O)OC3C(C(C(C(O3)CO)O)O)O
BFCZPWYLRHFBNO-DTJAAUDXSA-N,CC1(COC(=O)C1OC2C(C(C(C(O2)CO)O)O)O)C
WKNXOKHAEDTQCX-CQSZACIVSA-N,COC1=C(C=C(C=C1)C2CC3=C(C(=CC=C3)O)C(=O)O2)OC
LAJRJVDLKYGLOO-HLRFMGGZSA-N,CC1CC(C(OC(=O)C(=CC(CC(C(OC(=O)C(=C1)C)CC2=CN=CO2)C)C)C)CC3=CN=CO3)C
BOJKULTULYSRAS-NPWGMBKGSA-N,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O
FYVKHLSOIIPVEH-RVDMUPIBSA-N,CN1C(=CC2=CC=CC=C2)C(=O)NC3=CC=CC=C3C1=O
CPHPAWJXZHHPEN-PSOPSSQASA-N,CC1=C2C3C(CC(=O)C2(CCC1)C)C(=C)C(=O)O3
UQNONRHPSCIIJO-SKVKQCJPSA-N,CC1CC2C(CC3=C(C(=O)CC13)C)C(=C)C(=O)O2
XMPDAVDYIOMTLX-BPLDGKMQSA-N,CC1=C2C3C(CCC2(CCC1)C)(C(=C)C(=O)O3)O
WFAAGXPGVHXCKA-RGOPTCMMSA-N,CC1=CCC(C2(C1C3C(C(C2)O)C(=C)C(=O)O3)C)O
SFLVCICJLIKJKU-QKYBYQKWSA-N,COC1=CC(=CC(=C1O)OC)C(=O)OCC2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O
QCLBRNPQMDEDIM-VQIVNMEESA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)COC1C(C(C(C(O1)CO)O)O)O)O)O)O)O)O)O
GKMFOEIZCLMZDE-UHFFFAOYSA-N,CC(=O)OC1CC2C(C1=C)C3C(CCC2=C)C(=C)C(=O)O3
KRRMMMSUTGHBPX-FGYXROSISA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1OC(=O)C)(C)C)CO9)O)C)C)C)C(=O)O)O)CO)O)O)O)O)O
PDCAFVYIKFVFFL-DNLKNMKDSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3OC4C(C(C(C(O4)CO)OC5C(C(C(CO5)O)O)O)O)O)OC6CCC7(C(C6(C)C)CCC8(C7CCC91C8(CC(C2(C9CC(CC2)(C)C)CO1)O)C)C)C)C(=O)O)O)CO)O)O)O)O)O
QKBNQKFVZBEPIH-FXLKGUOQSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(C(OC(C3OC4C(C(C(C(O4)C)O)O)O)OC5CCC6(C(C5(C)CO)CCC7(C6C=CC89C7(CC(C1(C8CC(CC1)(C)C)CO9)O)C)C)C)CO)O)CO)O)O)O
ZAWVKTOAAOBPLL-PGQNAQSUSA-N,CC(C1C(C(C2C3CCC4C5(CCC(C(C5CCC4(C36CC2(O1)OC6)C)(C)C)OC7C(C(C(CO7)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(O9)CO)O)O)C)(C)O)OC(=O)C)C(=C)C
TYMLWHTURZQOOV-UCPXOUSQSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3C(COC(C3O)OC4C(C(OC(C4O)OCC5C(C(C(C(O5)OC6CCC7(C(C6(C)C)CCC8(C7CC=C9C8(CCC1(C9CC(CC1)(C)C)C(=O)OC1C(C(C(CO1)O)O)O)C)C)C)NC(=O)C)O)O)C)O)O)C)O)O)O)O
XLGJBANZFAQPOK-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC(=O)C2=CC=CC=C2NC)O)O)O
HIKQPXPTFKUOGM-POVULIOGSA-N,CC(=CCCC(=CCCC(=CCCC(=CCOC(=O)C)COC(=O)C)C)C(=O)O)C
HPSPCMSCDNHZJM-CHHVJCJISA-N,COC1=C(C=CC(=C1)C=C2C(=O)C3=C(O2)C=C(C=C3)O)O
LOVMOOUQHWMIHZ-RZNTYIFUSA-N,COC1=CC(=CC(=C1O)OC)C=C2C(=O)C3=C(C=C(C=C3O2)O)O
LKWWJGGLULNRBP-DHDCSXOGSA-N,COC1=CC2=C(C=C1)C(=O)C(=CC3=CC=CC=C3)O2
XJDJODWHDUVAGF-SHKSAQAUSA-N,COC(=O)C1=COC(C(=CC(=O)O)C1CC(=O)OCCC2=CC(=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O
INHVGPIPHZJQOP-ZNMIVQPWSA-N,CCCCCCC(C1CCC2=C(O1)C(CCC2=O)O)O
YSFPWLQJKYZZEG-DEQVHRJGSA-N,CCCCCCC(C1CC(C2=C(O1)C(CCC2=O)O)O)O
VSUOKLTVXQRUSG-ZFORQUDYSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)O
GVEZRDBRYNJUDQ-QSUZLTIMSA-N,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)C(=O)O)O)O)O
IDRSJGHHZXBATQ-ZFORQUDYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O
UFNCPOJSDHJVEL-DQUVJYIYSA-N,CC=C(C)C(=O)OC1CC(CC2C13C(CC4(C2(CCC5C4(CCC6C5(CCC(C6(C)C)OC7C(C(C(C(O7)C(=O)O)O)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)C)O)O)OC1C(C(CO1)(CO)O)O)OC1C(C(C(C(O1)CO)O)O)O)C)C)OC3O)C)O)(C)C
HRDMCVCODUFPBQ-YULPUZKJSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)O)O)O)OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O
CLQAMCIMWDLXGK-RHAWMLQDSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(CO3)O)O)O)OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O
IUCHKMAZAWJNBJ-DKAZIEIMSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)O)C
LEEYYHJQGXOXHR-MYZNJVEUSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C
YOSRLTNUOCHBEA-SNRHWUJASA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C
LBHYRBPEXITYTN-SAYXODJOSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)C(=O)O)O)O)O)O
YOSIWGSGLDDTHJ-WUMBVMKGSA-N,CC=C(C)C(=O)OC1C(C2(C(CC1(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)COC(=O)C)O
CJFSVYYGNWQUMQ-DBWNCVFDSA-N,CC(=O)OCC12C(CC(C(C1O)OC(=O)C)(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C
ZISPNNMNSQFMCA-KCRSBVRCSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)OC3C(C(C(C(O3)CO)O)O)O)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5O)C)C)(C)C=O)OC9C(C(C(C(O9)C(=O)O)O)OC1C(C(C(CO1)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)C)(C)C)C)O)O)OC1C(C(C(CO1)O)O)O
BLPOVXSGMJKRIA-QLCFHCATSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)OC3C(C(C(C(O3)C)OC4C(C(C(CO4)O)OC5C(C(C(CO5)O)O)O)O)O)O)OC(=O)C67CCC(CC6C8=CCC9C1(CCC(C(C1CCC9(C8(CC7O)C)C)(C)C=O)OC1C(C(C(C(O1)C(=O)O)O)OC1C(C(C(CO1)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)C)(C)C)C)O)O)O
ODCQAZGUPKQTMK-GRXQUDFFSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)C)OC4C(C(C(CO4)O)O)O)O)O)C)OC(=O)C56CCC(CC5C7=CCC8C9(CCC(C(C9CCC8(C7(CC6O)C)C)(C)C=O)OC1C(C(C(C(O1)C(=O)O)O)OC1C(C(C(CO1)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)C)(C)C)O)O)O)O
PTDAHAWQAGSZDD-VJQGOKKYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
RPWKGRUCXRZSSG-JTABRCNJSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4)C)(CCC7C6(CC(C(C7(C)C(=O)O)OC8C(C(C(C(O8)C(=O)O)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)O)O
YQDXYGOKFNYKCJ-FIXUWSFMSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C
QUKCKUMUBOPETR-AHRVIBDXSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C=O)OC6C(C(C(C(O6)C(=O)O)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C
RPWKGRUCXRZSSG-HGHIBLDCSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4)C)(CCC7C6(CC(C(C7(C)C(=O)O)OC8C(C(C(C(O8)C(=O)O)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)O)O
LPLVUJXQOOQHMX-FPWVOTIESA-N,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
DQUUSJCGJNQFPG-IFXUJQPNSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)C)CO9)O)C)C)C)C(=O)O)O)CO)O)O)O)O)O
KCIQZCNOUZCRGH-VOBQZIQPSA-N,COC1=C(C=C2C(C(C(CC2=C1)(CO)O)CO)C3=CC(=C(C=C3)O)OC)O
PQXBZFLVJGBOAD-VZJVUDMVSA-N,CCCCCC1C(C(C2=C(O1)C(=C)N(C2=O)OC)O)(C)O
LXBKBIJODOOVOX-BYTYPUIPSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(CO7)O)O)O)O)O)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C
TWDKBDSVUUKABK-GBXCKJPGSA-N,CN1C(=O)C2=CC=CC=C2N3C(=O)C4=CC=CC=C4N=C3C15C(O5)C6=CC=CC=C6
UDDKTZFKFIZQAW-XNHDODSBSA-N,COC1=CC(=O)OC(C1O)C=CC2=CC=CC=C2
VJCNEDVMYQCMBK-FZMZJTMJSA-N,COC1=CC(=O)OC(C1O)CCC2=CC=CC=C2
NZRLODDQFPZTPM-CVEARBPZSA-N,CC1=C(C2=C(C=C1O)OC(C(C2=O)O)C3=CC(=C(C(=C3)O)O)O)O
IPWPEUJWMOPJDG-MOPGFXCFSA-N,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(C(O2)C3=CC=C(C=C3)O)O)C
PADQINQHPQKXNL-CABCVRRESA-N,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
GRZRQKSQIMICPO-RSCYJRMKSA-N,CC1C(C(CC(O1)OC2CC(OC(C2OC)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
FNUPUYFWZXZMIE-CABCVRRESA-N,C1=CC(=C(C=C1C2C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
KPCWWZLBHGSXPW-CVEARBPZSA-N,CC1=C(C2=C(C=C1O)OC(C(C2=O)O)C3=CC(=C(C=C3)O)O)O
XMOCLSLCDHWDHP-WFASDCNBSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O
IJRBORPEVKCEQD-WJUVRXFPSA-N,CC(CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O)C(C)(C)O
NKDFYOWSKOHCCO-MQMWGCQISA-N,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O
WBCUTGOPTQFPJT-WQPNWDIZSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C(C6(CC5)C)(CCC8C7(CC(C(C8(C)C(=O)O)O)OC(=O)C)C)C)(C)C)OC9C(C(C(C(O9)CO)O)O)O)O)O)CO)O)O)O
FFDULTAFAQRACT-XKBSQSBASA-N,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)OC
OXHVZEZYYQQCRJ-ZLNFVOGTSA-N,COC1=C(C=CC(=C1)CC2(COC(C2CO)C3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)O)O
GQLQVPZSTWXDBQ-ZOKOZUFBSA-N,COC1=C(C=CC(=C1)C2C3COC(C3(CO2)O)C4=CC(=C(C=C4)O)OC)OC5C(C(C(C(O5)CO)O)O)O
SCUSKAVTYFDOEU-YLHHEPAUSA-N,CC(CCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O)O
HSTZMXCBWJGKHG-BUFXCDORSA-N,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
NODILNFGTFIURN-VKZNSASESA-N,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C
RWXIFXNRCLMQCD-XXYKJBRESA-N,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)O)C
JDCPEKQWFDWQLI-SOLAFZCXSA-N,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C
UZIOUZHBUYLDHW-KIOKIGKZSA-N,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C
QDWGYCCSJIYJAE-WWFRPTEMSA-N,COC1=C(C=CC(=C1)C2C(C3=C(O2)C(=CC(=C3)CCCO)O)CO)OC4C(C(C(CO4)O)O)O
KSQDOQZKXFUZMV-NWRWIZDFSA-N,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)O)O)O)C)C)OC11CCC(O1)(C)COC1C(C(C(C(O1)CO)O)O)O
MYCAPWDAUWJBMG-QNTSJOMKSA-N,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)C)C)OC19CCC(O9)(C)COC1C(C(C(C(O1)CO)O)O)O
YLKFQDKSCLMOGF-HBUYZUPUSA-N,CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O
DORPKYRPJIIARM-GYAWPQPFSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCC3=CC(=C(C=C3)O)O)CO)O)O)O)O
CKZNKYSWWCSICZ-GTJIABFSSA-N,CC1C(CCC(O1)OC23C(=O)C(C(CC2(C=CC4=C3C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C)O)O)O
RVPPNKOUWPOQRX-VAVPTQKHSA-N,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)C5C(OC6=CC(=CC(=C6C5=O)O)OC7C(C(C(C(O7)CO)O)O)O)C8=CC=C(C=C8)O)O
VJCNEDVMYQCMBK-SMDDNHRTSA-N,COC1=CC(=O)OC(C1O)CCC2=CC=CC=C2
DKYFESWWIPJYTA-DVQDXYAYSA-N,CC(C)(C=CC1=C2C(=C(C=C1OC)OC)C(=O)CC(O2)C3=CC=CC=C3)O
YBDIZQWDBBOOFB-GOTSBHOMSA-N,C1C(OC2=C(C1=O)C(=C(C(=C2)O)C3=C4C(=C(C=C3O)O)C(=O)CC(O4)C5=CC=C(C=C5)O)O)C6=CC=C(C=C6)O
HFSJWNXFQYKQNX-GTTIYPEBSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)C3=C(C4=C(C=C3O)OC(CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O
LJSWMDKKEBOERP-LBPRGKRZSA-N,CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)O)O
LEEDEKWKJVUWGA-AVFOEOQDSA-N,C1=CC(=CC=C1CC(C(=O)O)NC(=O)C=CC2=CC=C(C=C2)O)O
HPMCYOSTTZQBAP-ZRWXNEIDSA-N,C1C(OC2=C(C1=O)C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=CC=C4
JJWKFIISZGZPHY-PTNCSMPOSA-N,CC1CCC2C(C(C(CC2(C13CC4=C(C=C5C(=C4O3)CN(C5=O)C(C(C)C)C(=O)O)O)C)O)O)(C)C
YLHOHANRUSKHKO-YWVKMMECSA-N,CCCC(C(C1CC(=CC(=O)O1)OC)O)O
YFIMUDXPJZVJJO-UWVGGRQHSA-N,CCCCC(C1CC(=CC(=O)O1)OC)O
HMOMGSPWDYKCAH-CBLCVTABSA-N,CC(CCC(=C)C(C)C(=O)O)C1CCC2(C1(C(CC3=C2CCC4C3(CCC(C4(C)C)OC(=O)CC(=O)O)C)O)C)C
MEUCDRGPRSOAHE-BRUCSKOJSA-N,CC12CCC(CC1C3(CCC4(C5=CC(=C(C=C5C(=O)C=C4C3(CC2)C)O)O)C)C)(C)C(=O)O
NLLJGJGLOHFJMI-FDPZVKDNSA-N,CC(C)C(=O)OC1C(C2(C(CCCC23CO3)C4(C1(OC5(CC4)CC(=O)OC5)C)C)C)OC(=O)C
