INCHIKEY,SMILES
VXAHTPDZSOTOPQ-XCVCLJGOSA-N,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(C4=C(C=C3)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O
GWEGFCVAOPNYPT-UHFFFAOYSA-N,CC1C2C(CC3(C1=CC(=O)O3)O)C4(CCCC(C4C(C2O)OC(=O)C)(C)CO)C
BUOADWXGPJXKRM-UHFFFAOYSA-N,CCC(C)CC(=O)OC1C(C(C=C(C1=O)CO)O)C(C)C
XTMCUUVQSGQNSI-UHFFFAOYSA-N,CC(=O)OCC(C(=C)C(=O)OC1CC(C(C(C1C(=C)C(=O)OC)O)C(=C)CO)(C)C=C)O
PUUYULQKNFTVDK-UHFFFAOYSA-N,CC1(CC(C(C(C1C(=C)CO)O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O)C=C
AVJUQDMJJVFSTK-LCYFTJDESA-N,CC(=CCOC(=O)C)C(=O)OC1CC(C(C(C1C(=C)C(=O)OC)O)C(=C)CO)(C)C=C
IWDKJDOUWOTZPS-PXNMLYILSA-N,CC(=O)OCC=C(CO)C(=O)OC1CC(C(C(C1C(=C)C(=O)OC)O)C(=C)CO)(C)C=C
DOUKEKLEUAGITQ-NJHPPEEMSA-N,CCC(C)C=C(C)C=CC1=CC2=C(C(=O)C(C(=O)C2=CN1)(C)OC(=O)C)Cl
ORMBYUPZHHWUEM-UHFFFAOYSA-N,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)OC(=O)C3=CC=C(C=C3)O
RUMMZUFGTMKLMC-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)OC2C=C(C3C2(C=COC3OC4C(C(C(C(O4)CO)O)O)O)O)CO)O
LGFYNKGLEKBLDA-VMPITWQZSA-N,CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)OC(=O)C=CC4=CC=C(C=C4)OC)O
ULPUBSPPYRXUOZ-UHFFFAOYSA-N,CC1=CC(=CC(=C1C(=O)OC2C(OC(C2OC(=O)C)N3C=CC(=O)NC3=O)CO)OC)O
PSFMBXYUQFAGAM-QPJJXVBHSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)C=CC4=CC(=C(C=C4)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
UDHCHDJLZGYDDM-QPJJXVBHSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)OC5C(C(C(CO5)O)O)O)O)O
OCPITUSJSRGORS-UHFFFAOYSA-N,CC(C(CC1=CC=C(C=C1)O)(C(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)OC(=O)C
FKMASXTUONWHBB-UHFFFAOYSA-N,CC(C(CC1=CC=C(C=C1)O)(C(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
NOGWCMMYTAXOCY-UHFFFAOYSA-N,CC12CC(C(C(C1C(=O)CCC2O)O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O
JLKWLPLEMBUFOD-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O
PBKUOHTZGOWWBK-UHFFFAOYSA-N,CCCCCC(=O)OC1C=C(C(C2(C1C(CCC2O)(C)C)C)(CO)O)CO
UPTPSJJNEWBOBD-UHFFFAOYSA-N,CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)C2=C(C3=C(C=C2O)OC(=CC3=O)C4=CC=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC
RRUQYJBEEQBWGK-UHFFFAOYSA-N,CC12CC(C(C(C1C(CCC2O)(CO)O)O)C(=C)C(=O)OC)OC(=O)C(=C)C(CO)O
VJVXQSFKTVUEFY-XGICHPGQSA-N,CC=C(C)C(=O)OC(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C(C)(C)O
QPQHCRKTYXPSQG-XGICHPGQSA-N,CC=C(C)C(=O)OC(C)(C)C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)O
CQWIBPNPRFMAOF-XRKGDRAJSA-N,CC1C(C(C(C(O1)OC2C(CC3(C4CC=C5C6CC(CCC6(CCC5(C4(CC(C3C2(C)CO)O)C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(CO8)OC9C(C(C(CO9)OC1C(C(C(CO1)O)O)O)O)O)OC1C(C(CO1)(CO)O)O)O)(C)C)C)O)O)O)O
WPISVUJMLVVSGN-JSILNRSWSA-N,CC1C(C(C(C(O1)OC2C(COC(C2O)OC3C(OC(C(C3O)O)OC4C(C(COC4OC(=O)C56CCC(CC5C7=CCC8C9(CC(C(C(C9C(CC8(C7(CC6)C)C)O)(C)CO)OC1C(C(C(C(O1)CO)O)O)O)O)C)(C)C)O)O)C)OC1C(C(CO1)(CO)O)O)O)O)O
HRRAIHOSJIFLNS-FXFIXYPNSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)COC(=O)C)O)O)O)O)O
QKMZOFZYVGJLGS-NGJKUKSJSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(=O)C34CCC(CC3C5=CCC6C7(CCC(C(C7CCC6(C5(CC4)C)C)(C)C)OC8C(C(C(C(O8)C)OC9C(C(CO9)(COC1C(C(C(CO1)O)OC1C(C(C(CO1)OC1C(C(CO1)(CO)O)O)O)O)O)O)O)O)O)C)(C)C)CO)O)O)O
AEUAVVIPDJTEFS-YJCYQKNWSA-N,C=C(CCO)C(=O)OCC1C(C(C(CO1)OC(=O)C(=C)CCOC2C(C(C(C(O2)COC(=O)C(=C)CCOC3C(C(C(C(O3)COC(=O)C(=C)CCO)O)O)O)O)O)O)O)O
YLGANLNQTUGMCH-UHFFFAOYSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1O)C)C(=O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C
JMCVYQUHLKARLD-UHFFFAOYSA-N,C1CC(C(C(C1O)O)(C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)COC(=O)C4=CC=CC=C4)O)O)O)O)O
ABTNALLHJFCFRZ-UHFFFAOYSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)O)O)O)O)O)O
CXFDTBRNJQYDLK-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)O)C(=O)OC2C(C(C(C(O2)CO)O)O)O
WPPYDDRXZLFEFL-VOTSOKGWSA-N,C1=CC=C(C=C1)C=CC2=C(C(=CC(=C2)O)O)C(=O)OC3C(C(C(C(O3)CO)O)O)O
ZTRKHQRICPULDJ-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2OC3C(C(C(CO3)O)O)O)O)OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(=C)CC8)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)CO)O)O)O
NFMZRMNYRASNPY-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C)COC8C(C(C(CO8)O)O)OC9C(C(C(CO9)O)O)O)O)O
LOTLMZWGLBOKFL-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)CC(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C
YPZBTERWDWUANF-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)C(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C
WEDIEMBZPFJDNC-BZNITXMSSA-N,CC=C(C)C(=O)OC1CCC(=O)OC1C=CC(C(C)O)O
WQQJTVODGXZMHF-XAYMNHNBSA-N,COC1=C(C=CC(=C1C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)CO)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O
XCQNRWMPPLJRCM-PZSVWFBASA-N,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3OC(=O)C)OC)O)C4=CC(=C(C=C4)O)O)O)O)O
BAHUBXAYVOCLNA-WDZFZDKYSA-N,CC=C(C)C(=O)OC(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)C(C(C)(C)O)O
ODGKTDLGCWUSEC-UHFFFAOYSA-N,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4(C3CC(C5(C4(CCC5(C(=O)C)O)O)C)OC(=O)C6=CC=CC=C6)O)C)OC)OC7CC(C(C(O7)C)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC)O)OC
AHAVBLFKEFJGPY-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)OC4CCC5(C(C4)CCC6(C5CC(C7(C6(CCC7(C(=O)C)O)O)C)OC(=O)C8=CC=CC=C8)O)C)C)C)O)OC)O
VJWYQRXPCZNDKS-UHFFFAOYSA-N,CC(=O)OC1CC2(C3CC=C4C(C3(CCC2(C1C(C)(C(=O)CCC(C)(C)O)O)C)C)CC(C(C4(C)C)O)OC5C(C(C(C(O5)CO)O)O)O)C
GFDOSVZSTRYXMK-UHFFFAOYSA-N,CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)COC(=O)C)C
VLHOVPZUSXEINR-UHFFFAOYSA-N,CC(C)C(=O)C(C1=C(C=CC2=C1OC(=O)C=C2)OC)OC(=O)C
STYCQQCWPHBTIH-UHFFFAOYSA-N,CC(=CC(=O)OC(C(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)C(C)(C)O)C
GFMYIOGFYYHKLA-IZZDOVSWSA-N,CC=C(C)C(=O)OC(C(C1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)C(C)(C)O
PQOVWWZVVIGRPP-DPXQNDTBSA-N,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)C)O)O
RAZHULSADOGMPF-BQYQJAHWSA-N,CC(C(C=CC(C(C1CC=CC(=O)O1)O)O)OC(=O)C)OC(=O)C
KWAMDQVQFVBEAU-BOLFIALASA-N,CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C4=CC(=O)C(C4(CC3)C)C5=COC=C5)C)C)(C)C
XZPCFZLGAZNCOI-ILTOVDSJSA-N,CC(C)CC(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)CO)C=O
ALJXWCROGAMOBL-PMFZVJTOSA-N,CCC(C)C(=O)OC1CC(=CCCC(=CC2C1C(=C)C(=O)O2)COC(=O)C)C=O
FZALQGCQQJLGKE-ZBUWNZDNSA-N,COC(=O)C(=C)C1C(CC2(COC(=O)C(=C)C2C1O)C=C)OC(=O)C(=C)CO
HDDNZVWBRRAOGK-QVANJIRPSA-N,CC1C2C(CC3(C1=CC(=O)O3)OC)C4(CCCC(C4C(C2O)OC(=O)C)(C)COC(=O)C)C
GDCHGVOUTCXBSI-JALRXJJFSA-N,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC=C(C=C3)O)CO)O)O)O)(COC(=O)C4=CC=C(C=C4)O)O
GOZAGCBVCYGQHP-PRJUEBITSA-N,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3C(C(C5(C4(CCC5C(=O)C)O)C)OC(=O)C=CC6=CC=CC=C6)OC(=O)C)C)OC)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)C)OC1C(C(C(C(O1)CO)O)O)O)OC)O)OC)OC
WEJWYRUDUWBNIB-AYSRZSOGSA-N,CCCC(=O)OC1CC(C2CC(C(=C2C3C1(C(C(=O)O3)(C)O)O)C)OC(=O)C(=CC)C)(C)OC(=O)C
HQPSNGXRJBMMAL-WHZRINGVSA-N,CC(=C)C(=O)OC1C2C(C=C(CCC=C(C1O)C=O)CO)OC(=O)C2=C
SKCDPGIEMVQDCR-QZSWEDNISA-N,CC1=CC2C(C(C(C(=CCC1)C=O)OC)OC(=O)C(C)C)C(=C)C(=O)O2
KJVWRZGLXRPUHV-FSBSVGJXSA-N,CC1=CCCC(=CC2C(C(C1)OC(=O)C(=CCOC(=O)C)CO)C(=C)C(=O)O2)CO
BIHIEAXOTSXYAE-NAGHFMSUSA-N,CC=C(C)C(=O)OC1C(C2C(CC(=CC(=O)C=C1C)C)OC(=O)C2=C)O
ZPEADZHVGOCGKH-YQTDNFGYSA-N,COC1=C(C=CC(=C1)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)CO)O)O)O)CO)O)O
NNWMHSNRRWMMBI-CTLQTXLOSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CC(C(C(C8C(CC7(C6(CC5)C)C)O)(C)CO)O)O)C)(C)C)O)O)O)CO)O)O)O
ATNAJMVRCNQHAG-AAXSTCLUSA-N,CC1C2C3CCC4C(C3(CCC2(CC=C1C)C(=O)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)O)O)O)O)C)(CCC8C4(CC(C(C8(C)CO)O)O)C)C
QDSDUIWGMCGLHI-VTULTLKESA-N,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O
CIQDSZUZMUTHGY-FUFTYFEXSA-N,C1=CC(=CC=C1C(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC=C(C=C4)O)O)O)O
YFPIJADURJHEIX-IQSWHJRHSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(=O)C34CCC(CC3C5=CCC6C7(CCC(C(C7CCC6(C5(CC4O)C)C)(C)C)OC8C(C(C(C(O8)COC9C(C(C(CO9)O)O)OC1C(C(C(CO1)O)O)O)O)O)O)C)(C)C)OC1C(C(C(C(O1)C)OC1C(C(C(CO1)O)OC1C(C(C(CO1)O)O)O)O)O)O)O)O)O)O)O
QNSISMOIISIICW-URUDKTPYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC(=O)C34CCC(CC3C5=CCC6C7(CCC(C(C7CCC6(C5(CC4O)C)C)(C)C)OC8C(C(C(C(O8)COC9C(C(C(CO9)O)O)OC1C(C(C(CO1)O)O)O)O)O)O)C)(C)C)CO)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)OC1C(C(C(CO1)O)OC1C(C(C(CO1)O)O)O)O
REBRERQNUHGTMS-PCGJYRBUSA-N,C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O
BRXADWYLMDAXBU-FLXITYBYSA-N,C1=CC=C(C=C1)C=CC(=O)OC2C(C(C(C(O2)COC(=O)C=CC3=CC=C(C=C3)O)O)O)O
GFPLPBCJRRNZHM-DXFPZVFRSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)O)O
ATUHGDXZHWBGHX-SXFANQPWSA-N,CC1C(C(C(C(O1)OC2COC(C(C2OC3C(C(C(C(O3)CO)O)O)O)O)OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)O)O)O
HEZIERXQNQUEDU-HOVFXXKWSA-N,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O
SIOXYUXOHTZOOM-FOCBMKBOSA-N,CC1=CC2C(CCC(=CCC1)C(=O)OC3C(C(C(C(O3)CO)O)O)O)C(=C)C(=O)O2
QZIOPOIUZGGXKI-KOYXEPTDSA-N,CC(=CCO)CCC=C(C)C(=O)OC1C(C(C(C(O1)CO)O)O)O
CMZFNIMQBCBHEX-TXYDQLOPSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C
FSLDBYNJYAUPDI-FIWXFAFXSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(CO)CO)O)O)C)C)C2C1O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C
UDSPVVBVMAWQTL-ZPEFJKHXSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)OC(=O)C=CC6=CC=C(C=C6)O)C7=CC=C(C=C7)O)CO)O)O)O)O)O
CSVOJBHLRRLOJX-UZSHRYPHSA-N,CC1C(C(C(C(O1)OC2C(COC(C2O)OC3C(OC(C(C3OC4C(C(CO4)(CO)O)O)O)OC5C(C(COC5OC(=O)C67CCC(CC6C8=CCC9C1(CC(C(C(C1C(CC9(C8(CC7)C)C)O)(C)CO)OC1C(C(C(C(O1)CO)O)O)O)O)C)(C)C)O)O)C)O)O)O)O
ILPITJPUOQEFBC-OGCYOUFGSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C7(CC(C(C(C7C(CC6(C5(CC4O)C)C)O)(C)CO)OC8C(C(C(C(O8)CO)OC9C(C(CO9)(CO)O)O)O)O)O)C)(C)C)O)O)O)O)OC1C(C(C(CO1)O)OC1C(C(CO1)(CO)O)O)O
HRLBXTNYZCUPNV-LMPGLMATSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(CO8)O)O)OC9C(C(C(C(O9)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)C)C)C)CO)OC1C(C(C(CO1)O)O)O)O)O)O)O
JYJQDEJTMZLRDG-OSPWRJODSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CC(C7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(CO8)O)O)OC9C(C(C(C(O9)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)C)C)C)CO)OC1C(C(C(CO1)O)O)O)O)O)O)O
QTJRRBYZPWQMKO-FBTMAVONSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)OC7C(C(C(C(O7)C)OC(=O)C)O)O)O)O)O)O)O
OTAFZEHRJNHBDI-GUBURHFBSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)OC3C(C(C(C(O3)C)OC(=O)C)OC(=O)C)OC(=O)C)O)O)O)O)OC(=O)C
YMFLMFCNFNRUFO-MGDWAEGFSA-N,COC(=O)CC1=C(C(=C(C=C1C(=O)OC2C(C(C(OC2OC(=O)C3=CC(=C(C(=C3)O)O)O)COC(=O)C4=CC(=C(C(=C4)O)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)O
PXGWEUQZDRUMRE-UNZYZCBSSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O
MFIJTASICGGFJA-LAJFDIHTSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)OC(=O)C=CC6=CC(=C(C=C6)O)O)O
JFLAOPHOUGDFGC-ILADGKKJSA-N,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O
RLGYLKXDNQBDCU-HUSRUCGJSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)OC(=O)C=CC6=CC=CC=C6)O)O
XIPQZLUSSJDAIC-UYESFEPRSA-N,CC1C(C(C(C(O1)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)OC(=O)C=CC6=CC=C(C=C6)O)O)O
KTTNFIOZYNBKEY-YIOJSCHVSA-N,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O
WKIHBIBUCQPPBY-NQIIRXRSSA-N,C1C(C(OC2=CC(=CC(=C21)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O
AKARZXADDNXORH-WQVLWSBKSA-N,C1=CC=C(C=C1)C=CC(=O)OC2C(OC(C2O)(CO)OC3C(C(C(C(O3)CO)O)O)O)CO
PYWZXKKFHNJUIQ-WRCGPABWSA-N,CC(=O)OCC1C(C(C(C(O1)OC2=C(C=C(C=C2)C3C4COC(C4CO3)C5=CC(=C(C=C5)OC6C(C(C(C(O6)COC(=O)C)O)O)O)OC)OC)O)O)O
FCYCVETXTGWXBR-CMUGPJGNSA-N,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC=C(C=C3)C=CC(=O)C4=C(C=C(C=C4)O)O)O)O)O)O
YPFUHFNAEWURDN-ZKPBLSLZSA-N,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)COC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)O)O)O
MXLIDYXKRCYRPL-SVQBVAIGSA-N,C1=CC(=CC=C1C=CC(=O)C2=C(C(=C(C=C2)OC3C(C(C(C(O3)COC(=O)C=CC4=CC=C(C=C4)O)O)O)O)O)O)O
YGAXNRUXTMXSJA-LDGQGHTNSA-N,CC1CC(C2(C(C1(C)CCC(C)(C=C)OC3C(C(C(C(O3)C)OC4C(C(C(C(O4)C)O)O)O)O)O)CCC=C2C)C)OC5C(C(C(C(O5)C)OC6C(C(C(C(O6)COC(=O)C)O)O)O)O)O
KAJMZANRKFVVKV-RGXKZFLBSA-N,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)OC5C(C(C(C(O5)COC(=O)C=CC6=CC=C(C=C6)O)O)O)O)O)O
KBHXFAMQPPWLFT-NUXWGMRISA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C(=C(C(=C3)O)O)OC(=C(C4=O)O)C5=CC(=C(C=C5)O)OC)COC(=O)C)O)O)O)O)O
MYWZGSROPRXVPM-AUMMCNCRSA-N,C=C(C(CO)O)C(=O)OCC1C(C(C(C(O1)OC(=O)C=CC2=CC=CC=C2)O)O)O
OONDLKCAZJZRCW-CTPWMPFQSA-N,C1=CC(=CC=C1O)OC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O
KQIQKULTIAJZKL-VHFDLOJPSA-N,C1=CC(=CC=C1O)OC2C(C(C(C(O2)COC(=O)C=CC3(C=CC(=O)C=C3)O)O)O)O
FRZOQPPWSKEZAA-QBZXRRNTSA-N,COC1=C(C=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC(CCC3=CC=C(C=C3)O)CC(=O)CCC4=CC=C(C=C4)O)O)O)O)OC
QXXKEARZEYWTST-QLHFFRPFSA-N,COC1=C(C=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC(CCC3=CC(=C(C=C3)O)O)CC(=O)CCC4=CC(=C(C=C4)O)O)O)O)O)OC
JNKDXWGGWNLKOD-BLFJEXFJSA-N,CC(=O)OC1C(OC(C1O)(CO)OC2C(C(C(C(O2)COC(=O)C=CC3=CC=CC=C3)O)O)O)CO
CDTIMEVVBBGLIF-OVUASUNJSA-N,C1=CC(=CC=C1C(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O
DJBWDHVUJCXYBH-IBVGEFGBSA-N,COC1=CC(=CC(=C1O)OC)C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O
SMVZSPTUXANNGQ-OHRRTPEXSA-N,C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)OC(=O)C=CC4=CC=C(C=C4)O)O)CO)OC(=O)C=CC5=CC=C(C=C5)O)O)O)O
YNPOIPFNQJKGQJ-SALKWGHLSA-N,CC(COC1C(C(C(C(O1)COC(=O)C=CC2=CC(=C(C=C2)O)O)O)O)O)C3(CC(=O)OC3)O
FHIJMQWMMZEFBL-OPSYHMPNSA-N,COC1=CC(=CC(=C1O)OC)C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)OC(=O)C=CC4=CC(=C(C(=C4)OC)O)OC)CO)O)O)O
LOUBNBRAJPSMEC-GYBIIRLBSA-N,CC1=CC(=CC(=C1C(=O)OC2C(OC(C2O)N3C=CC(=O)NC3=O)CO)OC)O
ARRRKSYGKYIGBH-KABRLWMDSA-N,CC1C(C(CC(O1)OC2C(CC3=C(C2=O)C(=C4C(=C3)C=C(C(=C4O)C)OC5CC(C(C(O5)C)OC)OC6CC(C(C(O6)C)OC(=O)C)O)O)C(C(=O)C(C(C)O)O)OC)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C(C)C)(C)O)O
DWKUSIQEYCEKNA-PGYZNXCJSA-N,CC1C(C(CC(O1)OC2CC(OC(C2OC)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C)(C)O)C(=C4C(=C3C)O)O)O)O
QGQSOVLOEOVNRW-KSHKLCIXSA-N,CCCCCCCCCCCCCC(=O)OC1C(C(OC(C1OC(=O)CCCCC)OCC(C(CO)O)O)COC(=O)C)OC(=O)C
QYCCCSUFDHWKRW-KSHKLCIXSA-N,CCCCCC(=O)OC1C(C(C(OC1OCC(C(CO)O)O)COC(=O)C)OC(=O)C)OC(=O)CCCCCCCCCCCCCO
